dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp
12/03/2021,12,3,2021,12834,252,Germany,DE,DEU,83166711,Europe
11/03/2021,11,3,2021,14356,321,Germany,DE,DEU,83166711,Europe
10/03/2021,10,3,2021,9146,300,Germany,DE,DEU,83166711,Europe
09/03/2021,9,3,2021,4252,255,Germany,DE,DEU,83166711,Europe
08/03/2021,8,3,2021,5011,34,Germany,DE,DEU,83166711,Europe
07/03/2021,7,3,2021,8103,96,Germany,DE,DEU,83166711,Europe
06/03/2021,6,3,2021,9557,300,Germany,DE,DEU,83166711,Europe
05/03/2021,5,3,2021,10580,264,Germany,DE,DEU,83166711,Europe
04/03/2021,4,3,2021,11912,359,Germany,DE,DEU,83166711,Europe
03/03/2021,3,3,2021,9019,418,Germany,DE,DEU,83166711,Europe
02/03/2021,2,3,2021,3943,358,Germany,DE,DEU,83166711,Europe
01/03/2021,1,3,2021,2447068,70105,Germany,DE,DEU,83166711,Europe
03/04/2021,3,4,2021,3058,72,Greece,EL,GRC,10718565,Europe
02/04/2021,2,4,2021,3483,67,Greece,EL,GRC,10718565,Europe
01/04/2021,1,4,2021,3612,76,Greece,EL,GRC,10718565,Europe
31/03/2021,31,3,2021,4322,72,Greece,EL,GRC,10718565,Europe
30/03/2021,30,3,2021,1724,65,Greece,EL,GRC,10718565,Europe
29/03/2021,29,3,2021,1441,54,Greece,EL,GRC,10718565,Europe
28/03/2021,28,3,2021,3132,72,Greece,EL,GRC,10718565,Europe
27/03/2021,27,3,2021,1466,53,Greece,EL,GRC,10718565,Europe
26/03/2021,26,3,2021,2587,52,Greece,EL,GRC,10718565,Europe
25/03/2021,25,3,2021,3058,67,Greece,EL,GRC,10718565,Europe
24/03/2021,24,3,2021,3517,51,Greece,EL,GRC,10718565,Europe
23/03/2021,23,3,2021,1705,69,Greece,EL,GRC,10718565,Europe
22/03/2021,22,3,2021,2614,41,Greece,EL,GRC,10718565,Europe
21/03/2021,21,3,2021,1432,60,Greece,EL,GRC,10718565,Europe
20/03/2021,20,3,2021,2762,64,Greece,EL,GRC,10718565,Europe
19/03/2021,19,3,2021,3070,45,Greece,EL,GRC,10718565,Europe
18/03/2021,18,3,2021,3458,56,Greece,EL,GRC,10718565,Europe
17/03/2021,17,3,2021,1508,59,Greece,EL,GRC,10718565,Europe
16/03/2021,16,3,2021,1134,46,Greece,EL,GRC,10718565,Europe
15/03/2021,15,3,2021,1626,53,Greece,EL,GRC,10718565,Europe
14/03/2021,14,3,2021,2503,52,Greece,EL,GRC,10718565,Europe
13/03/2021,13,3,2021,2357,49,Greece,EL,GRC,10718565,Europe
12/03/2021,12,3,2021,2570,51,Greece,EL,GRC,10718565,Europe
11/03/2021,11,3,2021,2629,43,Greece,EL,GRC,10718565,Europe
10/03/2021,10,3,2021,3181,46,Greece,EL,GRC,10718565,Europe
09/03/2021,9,3,2021,1161,39,Greece,EL,GRC,10718565,Europe
08/03/2021,8,3,2021,1142,53,Greece,EL,GRC,10718565,Europe
07/03/2021,7,3,2021,2301,41,Greece,EL,GRC,10718565,Europe
06/03/2021,6,3,2021,2181,32,Greece,EL,GRC,10718565,Europe
05/03/2021,5,3,2021,2217,35,Greece,EL,GRC,10718565,Europe
04/03/2021,4,3,2021,2697,40,Greece,EL,GRC,10718565,Europe
03/03/2021,3,3,2021,2312,23,Greece,EL,GRC,10718565,Europe
02/03/2021,2,3,2021,1170,30,Greece,EL,GRC,10718565,Europe
01/03/2021,1,3,2021,191100,6504,Greece,EL,GRC,10718565,Europe
03/04/2021,3,4,2021,8637,242,Hungary,HU,HUN,9769526,Europe
02/04/2021,2,4,2021,9055,267,Hungary,HU,HUN,9769526,Europe
01/04/2021,1,4,2021,9288,258,Hungary,HU,HUN,9769526,Europe
31/03/2021,31,3,2021,0,0,Hungary,HU,HUN,9769526,Europe
30/03/2021,30,3,2021,11309,576,Hungary,HU,HUN,9769526,Europe
29/03/2021,29,3,2021,7263,189,Hungary,HU,HUN,9769526,Europe
28/03/2021,28,3,2021,9082,220,Hungary,HU,HUN,9769526,Europe
27/03/2021,27,3,2021,10167,253,Hungary,HU,HUN,9769526,Europe
26/03/2021,26,3,2021,11265,275,Hungary,HU,HUN,9769526,Europe
25/03/2021,25,3,2021,9637,272,Hungary,HU,HUN,9769526,Europe
24/03/2021,24,3,2021,7587,249,Hungary,HU,HUN,9769526,Europe
23/03/2021,23,3,2021,5481,252,Hungary,HU,HUN,9769526,Europe
22/03/2021,22,3,2021,9046,189,Hungary,HU,HUN,9769526,Europe
21/03/2021,21,3,2021,10625,194,Hungary,HU,HUN,9769526,Europe
20/03/2021,20,3,2021,11132,227,Hungary,HU,HUN,9769526,Europe
19/03/2021,19,3,2021,10759,213,Hungary,HU,HUN,9769526,Europe
18/03/2021,18,3,2021,6502,207,Hungary,HU,HUN,9769526,Europe
17/03/2021,17,3,2021,3456,195,Hungary,HU,HUN,9769526,Europe
16/03/2021,16,3,2021,4926,143,Hungary,HU,HUN,9769526,Europe
15/03/2021,15,3,2021,7706,131,Hungary,HU,HUN,9769526,Europe
14/03/2021,14,3,2021,8863,162,Hungary,HU,HUN,9769526,Europe
13/03/2021,13,3,2021,9444,163,Hungary,HU,HUN,9769526,Europe
12/03/2021,12,3,2021,9011,130,Hungary,HU,HUN,9769526,Europe
11/03/2021,11,3,2021,8312,172,Hungary,HU,HUN,9769526,Europe
10/03/2021,10,3,2021,5653,179,Hungary,HU,HUN,9769526,Europe
09/03/2021,9,3,2021,6494,158,Hungary,HU,HUN,9769526,Europe
08/03/2021,8,3,2021,2696,115,Hungary,HU,HUN,9769526,Europe
07/03/2021,7,3,2021,6201,108,Hungary,HU,HUN,9769526,Europe
06/03/2021,6,3,2021,7269,146,Hungary,HU,HUN,9769526,Europe
05/03/2021,5,3,2021,6369,143,Hungary,HU,HUN,9769526,Europe
04/03/2021,4,3,2021,6278,152,Hungary,HU,HUN,9769526,Europe
03/03/2021,3,3,2021,4211,136,Hungary,HU,HUN,9769526,Europe
02/03/2021,2,3,2021,2764,130,Hungary,HU,HUN,9769526,Europe
01/03/2021,1,3,2021,432925,15058,Hungary,HU,HUN,9769526,Europe
03/04/2021,3,4,2021,0,0,Iceland,IS,ISL,364134,Europe
02/04/2021,2,4,2021,0,0,Iceland,IS,ISL,364134,Europe
01/04/2021,1,4,2021,11,0,Iceland,IS,ISL,364134,Europe
31/03/2021,31,3,2021,11,0,Iceland,IS,ISL,364134,Europe
30/03/2021,30,3,2021,20,0,Iceland,IS,ISL,364134,Europe
29/03/2021,29,3,2021,0,0,Iceland,IS,ISL,364134,Europe
28/03/2021,28,3,2021,0,0,Iceland,IS,ISL,364134,Europe
27/03/2021,27,3,2021,5,0,Iceland,IS,ISL,364134,Europe
26/03/2021,26,3,2021,14,0,Iceland,IS,ISL,364134,Europe
25/03/2021,25,3,2021,22,0,Iceland,IS,ISL,364134,Europe
24/03/2021,24,3,2021,3,0,Iceland,IS,ISL,364134,Europe
23/03/2021,23,3,2021,22,0,Iceland,IS,ISL,364134,Europe
22/03/2021,22,3,2021,0,0,Iceland,IS,ISL,364134,Europe
21/03/2021,21,3,2021,0,0,Iceland,IS,ISL,364134,Europe
20/03/2021,20,3,2021,6,0,Iceland,IS,ISL,364134,Europe
19/03/2021,19,3,2021,2,0,Iceland,IS,ISL,364134,Europe
18/03/2021,18,3,2021,2,0,Iceland,IS,ISL,364134,Europe
17/03/2021,17,3,2021,4,0,Iceland,IS,ISL,364134,Europe
16/03/2021,16,3,2021,11,0,Iceland,IS,ISL,364134,Europe
15/03/2021,15,3,2021,0,0,Iceland,IS,ISL,364134,Europe
14/03/2021,14,3,2021,0,0,Iceland,IS,ISL,364134,Europe
13/03/2021,13,3,2021,2,0,Iceland,IS,ISL,364134,Europe
12/03/2021,12,3,2021,1,0,Iceland,IS,ISL,364134,Europe
11/03/2021,11,3,2021,2,0,Iceland,IS,ISL,364134,Europe
10/03/2021,10,3,2021,3,0,Iceland,IS,ISL,364134,Europe
09/03/2021,9,3,2021,5,0,Iceland,IS,ISL,364134,Europe
08/03/2021,8,3,2021,0,0,Iceland,IS,ISL,364134,Europe
07/03/2021,7,3,2021,0,0,Iceland,IS,ISL,364134,Europe
06/03/2021,6,3,2021,1,0,Iceland,IS,ISL,364134,Europe
05/03/2021,5,3,2021,0,0,Iceland,IS,ISL,364134,Europe
04/03/2021,4,3,2021,3,0,Iceland,IS,ISL,364134,Europe
03/03/2021,3,3,2021,1,0,Iceland,IS,ISL,364134,Europe
02/03/2021,2,3,2021,5,0,Iceland,IS,ISL,364134,Europe
01/03/2021,1,3,2021,6049,29,Iceland,IS,ISL,364134,Europe
03/04/2021,3,4,2021,587,8,Ireland,IE,IRL,4964440,Europe
02/04/2021,2,4,2021,746,18,Ireland,IE,IRL,4964440,Europe
01/04/2021,1,4,2021,410,6,Ireland,IE,IRL,4964440,Europe
31/03/2021,31,3,2021,366,14,Ireland,IE,IRL,4964440,Europe
30/03/2021,30,3,2021,537,1,Ireland,IE,IRL,4964440,Europe
29/03/2021,29,3,2021,604,13,Ireland,IE,IRL,4964440,Europe
28/03/2021,28,3,2021,610,2,Ireland,IE,IRL,4964440,Europe
27/03/2021,27,3,2021,569,20,Ireland,IE,IRL,4964440,Europe
26/03/2021,26,3,2021,594,3,Ireland,IE,IRL,4964440,Europe
25/03/2021,25,3,2021,680,18,Ireland,IE,IRL,4964440,Europe
24/03/2021,24,3,2021,365,22,Ireland,IE,IRL,4964440,Europe
23/03/2021,23,3,2021,520,1,Ireland,IE,IRL,4964440,Europe
22/03/2021,22,3,2021,768,2,Ireland,IE,IRL,4964440,Europe
21/03/2021,21,3,2021,525,9,Ireland,IE,IRL,4964440,Europe
20/03/2021,20,3,2021,510,10,Ireland,IE,IRL,4964440,Europe
19/03/2021,19,3,2021,581,0,Ireland,IE,IRL,4964440,Europe
18/03/2021,18,3,2021,552,14,Ireland,IE,IRL,4964440,Europe
17/03/2021,17,3,2021,347,18,Ireland,IE,IRL,4964440,Europe
16/03/2021,16,3,2021,575,0,Ireland,IE,IRL,4964440,Europe
15/03/2021,15,3,2021,383,0,Ireland,IE,IRL,4964440,Europe
14/03/2021,14,3,2021,538,16,Ireland,IE,IRL,4964440,Europe
13/03/2021,13,3,2021,641,9,Ireland,IE,IRL,4964440,Europe
12/03/2021,12,3,2021,591,10,Ireland,IE,IRL,4964440,Europe
11/03/2021,11,3,2021,631,47,Ireland,IE,IRL,4964440,Europe
10/03/2021,10,3,2021,306,30,Ireland,IE,IRL,4964440,Europe
09/03/2021,9,3,2021,432,0,Ireland,IE,IRL,4964440,Europe
08/03/2021,8,3,2021,520,3,Ireland,IE,IRL,4964440,Europe
07/03/2021,7,3,2021,530,14,Ireland,IE,IRL,4964440,Europe
06/03/2021,6,3,2021,520,9,Ireland,IE,IRL,4964440,Europe
05/03/2021,5,3,2021,460,39,Ireland,IE,IRL,4964440,Europe
04/03/2021,4,3,2021,559,24,Ireland,IE,IRL,4964440,Europe
03/03/2021,3,3,2021,357,14,Ireland,IE,IRL,4964440,Europe
02/03/2021,2,3,2021,681,0,Ireland,IE,IRL,4964440,Europe
01/03/2021,1,3,2021,219592,4319,Ireland,IE,IRL,4964440,Europe
03/04/2021,3,4,2021,21917,481,Italy,IT,ITA,59641488,Europe
02/04/2021,2,4,2021,22184,501,Italy,IT,ITA,59641488,Europe
01/04/2021,1,4,2021,23887,467,Italy,IT,ITA,59641488,Europe
31/03/2021,31,3,2021,16055,529,Italy,IT,ITA,59641488,Europe
30/03/2021,30,3,2021,12900,417,Italy,IT,ITA,59641488,Europe
29/03/2021,29,3,2021,19604,297,Italy,IT,ITA,59641488,Europe
28/03/2021,28,3,2021,23834,380,Italy,IT,ITA,59641488,Europe
27/03/2021,27,3,2021,24076,457,Italy,IT,ITA,59641488,Europe
26/03/2021,26,3,2021,23681,460,Italy,IT,ITA,59641488,Europe
25/03/2021,25,3,2021,21246,460,Italy,IT,ITA,59641488,Europe
24/03/2021,24,3,2021,18739,551,Italy,IT,ITA,59641488,Europe
23/03/2021,23,3,2021,24501,386,Italy,IT,ITA,59641488,Europe
22/03/2021,22,3,2021,20045,300,Italy,IT,ITA,59641488,Europe
21/03/2021,21,3,2021,23913,401,Italy,IT,ITA,59641488,Europe
20/03/2021,20,3,2021,25707,386,Italy,IT,ITA,59641488,Europe
19/03/2021,19,3,2021,24901,423,Italy,IT,ITA,59641488,Europe
18/03/2021,18,3,2021,23040,431,Italy,IT,ITA,59641488,Europe
17/03/2021,17,3,2021,20376,502,Italy,IT,ITA,59641488,Europe
16/03/2021,16,3,2021,15252,354,Italy,IT,ITA,59641488,Europe
15/03/2021,15,3,2021,21304,264,Italy,IT,ITA,59641488,Europe
14/03/2021,14,3,2021,26031,317,Italy,IT,ITA,59641488,Europe
13/03/2021,13,3,2021,26790,380,Italy,IT,ITA,59641488,Europe
12/03/2021,12,3,2021,25649,373,Italy,IT,ITA,59641488,Europe
11/03/2021,11,3,2021,22275,332,Italy,IT,ITA,59641488,Europe
10/03/2021,10,3,2021,19725,376,Italy,IT,ITA,59641488,Europe
09/03/2021,9,3,2021,13882,318,Italy,IT,ITA,59641488,Europe
08/03/2021,8,3,2021,20724,207,Italy,IT,ITA,59641488,Europe
07/03/2021,7,3,2021,23633,307,Italy,IT,ITA,59641488,Europe
06/03/2021,6,3,2021,24010,297,Italy,IT,ITA,59641488,Europe
05/03/2021,5,3,2021,22845,339,Italy,IT,ITA,59641488,Europe
04/03/2021,4,3,2021,20840,347,Italy,IT,ITA,59641488,Europe
03/03/2021,3,3,2021,17063,343,Italy,IT,ITA,59641488,Europe
02/03/2021,2,3,2021,13106,246,Italy,IT,ITA,59641488,Europe
01/03/2021,1,3,2021,2925265,97699,Italy,IT,ITA,59641488,Europe
03/04/2021,3,4,2021,587,9,Latvia,LV,LVA,1907675,Europe
02/04/2021,2,4,2021,638,14,Latvia,LV,LVA,1907675,Europe
01/04/2021,1,4,2021,630,6,Latvia,LV,LVA,1907675,Europe
31/03/2021,31,3,2021,526,10,Latvia,LV,LVA,1907675,Europe
30/03/2021,30,3,2021,167,5,Latvia,LV,LVA,1907675,Europe
29/03/2021,29,3,2021,324,6,Latvia,LV,LVA,1907675,Europe
28/03/2021,28,3,2021,602,5,Latvia,LV,LVA,1907675,Europe
27/03/2021,27,3,2021,638,3,Latvia,LV,LVA,1907675,Europe
26/03/2021,26,3,2021,606,13,Latvia,LV,LVA,1907675,Europe
25/03/2021,25,3,2021,776,11,Latvia,LV,LVA,1907675,Europe
24/03/2021,24,3,2021,508,12,Latvia,LV,LVA,1907675,Europe
23/03/2021,23,3,2021,177,2,Latvia,LV,LVA,1907675,Europe
22/03/2021,22,3,2021,260,5,Latvia,LV,LVA,1907675,Europe
21/03/2021,21,3,2021,625,10,Latvia,LV,LVA,1907675,Europe
20/03/2021,20,3,2021,622,10,Latvia,LV,LVA,1907675,Europe
19/03/2021,19,3,2021,482,12,Latvia,LV,LVA,1907675,Europe
18/03/2021,18,3,2021,818,12,Latvia,LV,LVA,1907675,Europe
17/03/2021,17,3,2021,645,8,Latvia,LV,LVA,1907675,Europe
16/03/2021,16,3,2021,176,2,Latvia,LV,LVA,1907675,Europe
15/03/2021,15,3,2021,297,10,Latvia,LV,LVA,1907675,Europe
14/03/2021,14,3,2021,578,11,Latvia,LV,LVA,1907675,Europe
13/03/2021,13,3,2021,632,9,Latvia,LV,LVA,1907675,Europe
12/03/2021,12,3,2021,638,11,Latvia,LV,LVA,1907675,Europe
11/03/2021,11,3,2021,639,21,Latvia,LV,LVA,1907675,Europe
10/03/2021,10,3,2021,472,6,Latvia,LV,LVA,1907675,Europe
09/03/2021,9,3,2021,194,4,Latvia,LV,LVA,1907675,Europe
08/03/2021,8,3,2021,322,8,Latvia,LV,LVA,1907675,Europe
07/03/2021,7,3,2021,595,7,Latvia,LV,LVA,1907675,Europe
06/03/2021,6,3,2021,746,14,Latvia,LV,LVA,1907675,Europe
05/03/2021,5,3,2021,646,12,Latvia,LV,LVA,1907675,Europe
04/03/2021,4,3,2021,919,16,Latvia,LV,LVA,1907675,Europe
03/03/2021,3,3,2021,645,17,Latvia,LV,LVA,1907675,Europe
02/03/2021,2,3,2021,272,3,Latvia,LV,LVA,1907675,Europe
01/03/2021,1,3,2021,86186,1618,Latvia,LV,LVA,1907675,Europe
03/04/2021,3,4,2021,1,0,Liechtenstein,LI,LIE,38747,Europe
02/04/2021,2,4,2021,3,0,Liechtenstein,LI,LIE,38747,Europe
01/04/2021,1,4,2021,5,0,Liechtenstein,LI,LIE,38747,Europe
31/03/2021,31,3,2021,6,0,Liechtenstein,LI,LIE,38747,Europe
30/03/2021,30,3,2021,0,0,Liechtenstein,LI,LIE,38747,Europe
29/03/2021,29,3,2021,6,0,Liechtenstein,LI,LIE,38747,Europe
28/03/2021,28,3,2021,9,0,Liechtenstein,LI,LIE,38747,Europe
27/03/2021,27,3,2021,4,0,Liechtenstein,LI,LIE,38747,Europe
26/03/2021,26,3,2021,3,0,Liechtenstein,LI,LIE,38747,Europe
25/03/2021,25,3,2021,6,0,Liechtenstein,LI,LIE,38747,Europe
24/03/2021,24,3,2021,2,0,Liechtenstein,LI,LIE,38747,Europe
23/03/2021,23,3,2021,2,0,Liechtenstein,LI,LIE,38747,Europe
22/03/2021,22,3,2021,4,0,Liechtenstein,LI,LIE,38747,Europe
21/03/2021,21,3,2021,1,0,Liechtenstein,LI,LIE,38747,Europe
20/03/2021,20,3,2021,5,0,Liechtenstein,LI,LIE,38747,Europe
19/03/2021,19,3,2021,2,0,Liechtenstein,LI,LIE,38747,Europe
18/03/2021,18,3,2021,4,0,Liechtenstein,LI,LIE,38747,Europe
17/03/2021,17,3,2021,1,0,Liechtenstein,LI,LIE,38747,Europe
16/03/2021,16,3,2021,3,1,Liechtenstein,LI,LIE,38747,Europe
15/03/2021,15,3,2021,0,0,Liechtenstein,LI,LIE,38747,Europe
14/03/2021,14,3,2021,10,0,Liechtenstein,LI,LIE,38747,Europe
13/03/2021,13,3,2021,1,0,Liechtenstein,LI,LIE,38747,Europe
12/03/2021,12,3,2021,5,0,Liechtenstein,LI,LIE,38747,Europe
11/03/2021,11,3,2021,2,0,Liechtenstein,LI,LIE,38747,Europe
10/03/2021,10,3,2021,0,0,Liechtenstein,LI,LIE,38747,Europe
09/03/2021,9,3,2021,2,1,Liechtenstein,LI,LIE,38747,Europe
08/03/2021,8,3,2021,2,0,Liechtenstein,LI,LIE,38747,Europe
07/03/2021,7,3,2021,1,0,Liechtenstein,LI,LIE,38747,Europe
06/03/2021,6,3,2021,1,0,Liechtenstein,LI,LIE,38747,Europe
05/03/2021,5,3,2021,6,0,Liechtenstein,LI,LIE,38747,Europe
04/03/2021,4,3,2021,5,0,Liechtenstein,LI,LIE,38747,Europe
03/03/2021,3,3,2021,1,0,Liechtenstein,LI,LIE,38747,Europe
02/03/2021,2,3,2021,1,0,Liechtenstein,LI,LIE,38747,Europe
01/03/2021,1,3,2021,2575,54,Liechtenstein,LI,LIE,38747,Europe
03/04/2021,3,4,2021,860,11,Lithuania,LT,LTU,2794090,Europe
02/04/2021,2,4,2021,886,9,Lithuania,LT,LTU,2794090,Europe
01/04/2021,1,4,2021,903,8,Lithuania,LT,LTU,2794090,Europe
31/03/2021,31,3,2021,851,6,Lithuania,LT,LTU,2794090,Europe
30/03/2021,30,3,2021,424,9,Lithuania,LT,LTU,2794090,Europe
29/03/2021,29,3,2021,494,12,Lithuania,LT,LTU,2794090,Europe
28/03/2021,28,3,2021,771,10,Lithuania,LT,LTU,2794090,Europe
27/03/2021,27,3,2021,872,8,Lithuania,LT,LTU,2794090,Europe
26/03/2021,26,3,2021,793,11,Lithuania,LT,LTU,2794090,Europe
25/03/2021,25,3,2021,803,9,Lithuania,LT,LTU,2794090,Europe
24/03/2021,24,3,2021,868,15,Lithuania,LT,LTU,2794090,Europe
23/03/2021,23,3,2021,329,10,Lithuania,LT,LTU,2794090,Europe
22/03/2021,22,3,2021,361,12,Lithuania,LT,LTU,2794090,Europe
21/03/2021,21,3,2021,602,12,Lithuania,LT,LTU,2794090,Europe
20/03/2021,20,3,2021,579,10,Lithuania,LT,LTU,2794090,Europe
19/03/2021,19,3,2021,580,15,Lithuania,LT,LTU,2794090,Europe
18/03/2021,18,3,2021,599,11,Lithuania,LT,LTU,2794090,Europe
17/03/2021,17,3,2021,646,6,Lithuania,LT,LTU,2794090,Europe
16/03/2021,16,3,2021,259,14,Lithuania,LT,LTU,2794090,Europe
15/03/2021,15,3,2021,431,7,Lithuania,LT,LTU,2794090,Europe
14/03/2021,14,3,2021,598,16,Lithuania,LT,LTU,2794090,Europe
13/03/2021,13,3,2021,364,10,Lithuania,LT,LTU,2794090,Europe
12/03/2021,12,3,2021,606,12,Lithuania,LT,LTU,2794090,Europe
11/03/2021,11,3,2021,486,10,Lithuania,LT,LTU,2794090,Europe
10/03/2021,10,3,2021,470,5,Lithuania,LT,LTU,2794090,Europe
09/03/2021,9,3,2021,216,8,Lithuania,LT,LTU,2794090,Europe
08/03/2021,8,3,2021,415,7,Lithuania,LT,LTU,2794090,Europe
07/03/2021,7,3,2021,464,18,Lithuania,LT,LTU,2794090,Europe
06/03/2021,6,3,2021,451,9,Lithuania,LT,LTU,2794090,Europe
05/03/2021,5,3,2021,533,13,Lithuania,LT,LTU,2794090,Europe
04/03/2021,4,3,2021,526,18,Lithuania,LT,LTU,2794090,Europe
03/03/2021,3,3,2021,427,10,Lithuania,LT,LTU,2794090,Europe
02/03/2021,2,3,2021,2055,9,Lithuania,LT,LTU,2794090,Europe
01/03/2021,1,3,2021,197343,3244,Lithuania,LT,LTU,2794090,Europe
03/04/2021,3,4,2021,224,1,Luxembourg,LU,LUX,626108,Europe
02/04/2021,2,4,2021,239,3,Luxembourg,LU,LUX,626108,Europe
01/04/2021,1,4,2021,387,3,Luxembourg,LU,LUX,626108,Europe
31/03/2021,31,3,2021,182,2,Luxembourg,LU,LUX,626108,Europe
30/03/2021,30,3,2021,318,3,Luxembourg,LU,LUX,626108,Europe
29/03/2021,29,3,2021,0,0,Luxembourg,LU,LUX,626108,Europe
28/03/2021,28,3,2021,290,0,Luxembourg,LU,LUX,626108,Europe
27/03/2021,27,3,2021,260,2,Luxembourg,LU,LUX,626108,Europe
26/03/2021,26,3,2021,298,8,Luxembourg,LU,LUX,626108,Europe
25/03/2021,25,3,2021,245,2,Luxembourg,LU,LUX,626108,Europe
24/03/2021,24,3,2021,165,7,Luxembourg,LU,LUX,626108,Europe
23/03/2021,23,3,2021,81,1,Luxembourg,LU,LUX,626108,Europe
22/03/2021,22,3,2021,461,4,Luxembourg,LU,LUX,626108,Europe
21/03/2021,21,3,2021,0,0,Luxembourg,LU,LUX,626108,Europe
20/03/2021,20,3,2021,281,9,Luxembourg,LU,LUX,626108,Europe
19/03/2021,19,3,2021,266,1,Luxembourg,LU,LUX,626108,Europe
18/03/2021,18,3,2021,297,7,Luxembourg,LU,LUX,626108,Europe
17/03/2021,17,3,2021,185,4,Luxembourg,LU,LUX,626108,Europe
16/03/2021,16,3,2021,49,4,Luxembourg,LU,LUX,626108,Europe
15/03/2021,15,3,2021,177,1,Luxembourg,LU,LUX,626108,Europe
14/03/2021,14,3,2021,197,7,Luxembourg,LU,LUX,626108,Europe
13/03/2021,13,3,2021,182,6,Luxembourg,LU,LUX,626108,Europe
12/03/2021,12,3,2021,265,2,Luxembourg,LU,LUX,626108,Europe
11/03/2021,11,3,2021,234,5,Luxembourg,LU,LUX,626108,Europe
10/03/2021,10,3,2021,145,5,Luxembourg,LU,LUX,626108,Europe
09/03/2021,9,3,2021,31,1,Luxembourg,LU,LUX,626108,Europe
08/03/2021,8,3,2021,140,5,Luxembourg,LU,LUX,626108,Europe
07/03/2021,7,3,2021,210,5,Luxembourg,LU,LUX,626108,Europe
06/03/2021,6,3,2021,186,5,Luxembourg,LU,LUX,626108,Europe
05/03/2021,5,3,2021,208,4,Luxembourg,LU,LUX,626108,Europe
04/03/2021,4,3,2021,270,2,Luxembourg,LU,LUX,626108,Europe
03/03/2021,3,3,2021,152,2,Luxembourg,LU,LUX,626108,Europe
02/03/2021,2,3,2021,55,1,Luxembourg,LU,LUX,626108,Europe
01/03/2021,1,3,2021,55425,638,Luxembourg,LU,LUX,626108,Europe
03/04/2021,3,4,2021,42,1,Malta,MT,MLT,514564,Europe
02/04/2021,2,4,2021,52,2,Malta,MT,MLT,514564,Europe
01/04/2021,1,4,2021,40,2,Malta,MT,MLT,514564,Europe
31/03/2021,31,3,2021,55,2,Malta,MT,MLT,514564,Europe
30/03/2021,30,3,2021,63,1,Malta,MT,MLT,514564,Europe
29/03/2021,29,3,2021,67,2,Malta,MT,MLT,514564,Europe
28/03/2021,28,3,2021,93,3,Malta,MT,MLT,514564,Europe
27/03/2021,27,3,2021,103,4,Malta,MT,MLT,514564,Europe
26/03/2021,26,3,2021,102,1,Malta,MT,MLT,514564,Europe
25/03/2021,25,3,2021,101,2,Malta,MT,MLT,514564,Europe
24/03/2021,24,3,2021,90,2,Malta,MT,MLT,514564,Europe
23/03/2021,23,3,2021,191,1,Malta,MT,MLT,514564,Europe
22/03/2021,22,3,2021,224,3,Malta,MT,MLT,514564,Europe
21/03/2021,21,3,2021,55,5,Malta,MT,MLT,514564,Europe
20/03/2021,20,3,2021,210,1,Malta,MT,MLT,514564,Europe
19/03/2021,19,3,2021,179,2,Malta,MT,MLT,514564,Europe
18/03/2021,18,3,2021,243,4,Malta,MT,MLT,514564,Europe
17/03/2021,17,3,2021,211,3,Malta,MT,MLT,514564,Europe
16/03/2021,16,3,2021,313,3,Malta,MT,MLT,514564,Europe
15/03/2021,15,3,2021,213,1,Malta,MT,MLT,514564,Europe
14/03/2021,14,3,2021,268,4,Malta,MT,MLT,514564,Europe
13/03/2021,13,3,2021,298,5,Malta,MT,MLT,514564,Europe
12/03/2021,12,3,2021,329,4,Malta,MT,MLT,514564,Europe
11/03/2021,11,3,2021,283,2,Malta,MT,MLT,514564,Europe
10/03/2021,10,3,2021,0,1,Malta,MT,MLT,514564,Europe
09/03/2021,9,3,2021,501,0,Malta,MT,MLT,514564,Europe
08/03/2021,8,3,2021,248,5,Malta,MT,MLT,514564,Europe
07/03/2021,7,3,2021,201,1,Malta,MT,MLT,514564,Europe
06/03/2021,6,3,2021,182,3,Malta,MT,MLT,514564,Europe
05/03/2021,5,3,2021,345,4,Malta,MT,MLT,514564,Europe
04/03/2021,4,3,2021,283,2,Malta,MT,MLT,514564,Europe
03/03/2021,3,3,2021,362,3,Malta,MT,MLT,514564,Europe
02/03/2021,2,3,2021,233,1,Malta,MT,MLT,514564,Europe
01/03/2021,1,3,2021,22947,315,Malta,MT,MLT,514564,Europe
03/04/2021,3,4,2021,7239,16,Netherlands,NL,NLD,17407585,Europe
02/04/2021,2,4,2021,7814,21,Netherlands,NL,NLD,17407585,Europe
01/04/2021,1,4,2021,7623,29,Netherlands,NL,NLD,17407585,Europe
31/03/2021,31,3,2021,5820,34,Netherlands,NL,NLD,17407585,Europe
30/03/2021,30,3,2021,6702,10,Netherlands,NL,NLD,17407585,Europe
29/03/2021,29,3,2021,7421,15,Netherlands,NL,NLD,17407585,Europe
28/03/2021,28,3,2021,8792,29,Netherlands,NL,NLD,17407585,Europe
27/03/2021,27,3,2021,7553,24,Netherlands,NL,NLD,17407585,Europe
26/03/2021,26,3,2021,7688,26,Netherlands,NL,NLD,17407585,Europe
25/03/2021,25,3,2021,7574,32,Netherlands,NL,NLD,17407585,Europe
24/03/2021,24,3,2021,5550,49,Netherlands,NL,NLD,17407585,Europe
23/03/2021,23,3,2021,6257,15,Netherlands,NL,NLD,17407585,Europe
